ID,CFR_prediction,gold,rawLevenshteinED,phonemewiseLevenshteinED,featureED,pred_phone_length,gold_phone_length
365,/kwˌebn̪ˈɑɾjos/,/koθin̪ˈeɾo/,6,0.75,2.25,10,8
366,/kwˌebˈin̪ɑ/,/koθˈin̪ɑ/,3,0.5,0.9230769230769231,7,6
367,/kwˌeliˈɑɾɑ/,/kut͡ʃˈɑɾɑ/,4,0.6666666666666666,1.5576923076923077,8,6
368,/kwˌelɡˈɑ/,/kwˈelɡɑ/,2,0.3333333333333333,0.11538461538461539,6,6
369,/kwˌelɡˈɑɾ/,/kolɡˈɑɾ/,2,0.3333333333333333,0.6923076923076923,7,6
370,/kwˌelˈin̪ɑ/,/kolˈin̪ɑ/,2,0.3333333333333333,0.6923076923076923,7,6
371,/kwˌilwˈebɾɑ/,/kulˈebɾɑ/,3,0.42857142857142855,1.2692307692307692,9,7
372,/kwˌelˈoɾ/,/kolˈoɾ/,2,0.4,0.6923076923076923,6,5
373,/kwˌewt̪ˈesɑ/,/kon̪d̪ˈesɑ/,4,0.5714285714285714,1.0384615384615385,8,7
374,/kwˌewt̪ˈɑd/,/kon̪d̪ˈɑd̪o/,6,0.8571428571428571,1.8653846153846154,7,7
375,/kwˌemˈun̪/,/komˈun̪/,2,0.4,0.6730769230769231,6,5
376,/kˌowbɾˈɑɾ/,/kompɾˈɑɾ/,3,0.42857142857142855,0.3269230769230769,7,7
377,/kˌowwt̪ˈɑɾ/,/kon̪t̪ˈɑɾ/,3,0.5,0.5,7,6
378,/kˌowpˈɑn̪ɡo/,/kompˈɑn̪ɡo/,2,0.25,0.28846153846153844,8,8
379,/kˌun̪dwˈit͡ʃo/,/kon̪d̪ˈut͡ʃo/,4,0.5714285714285714,0.8269230769230769,8,7
380,/kwˌiθjˈexo/,/kon̪θˈexo/,3,0.42857142857142855,0.8846153846153846,8,7
381,/kˌost̪ˈɑɾ/,/kost̪ˈɑɾ/,1,0.16666666666666666,0.038461538461538464,6,6
382,/kˌost̪ˈuɾɑ/,/kost̪ˈuɾɑ/,1,0.14285714285714285,0.038461538461538464,7,7
383,/kˌun̪t̪ɾjˈet͡ʃo/,/kon̪t̪ɾˈet͡ʃo/,2,0.25,0.4807692307692308,9,8
384,/kˌun̪t̪ɾˈɑɾjo/,/kon̪t̪ɾˈɑɾjo/,1,0.1111111111111111,0.07692307692307693,9,9
385,/kˌon̪t̪ˈewt̪o/,/kon̪t̪ˈen̪t̪o/,2,0.25,0.38461538461538464,8,8
386,/kˌon̪d̪ɾt̪ˈeɾ/,/kon̪t̪en̪ˈeɾ/,4,0.5,0.5769230769230769,8,8
387,/kwˌeɾdˈoxo/,/koɾd̪ˈoxo/,3,0.42857142857142855,0.75,8,7
388,/kwˌeɾn̪jˈelɑ/,/koɾn̪ˈexɑ/,4,0.5714285714285714,1.3846153846153846,9,7
389,/kˌorˈie̯jɑ/,/korˈeɑ/,4,0.8,0.5,7,5
390,/kwˌerˈuθjo/,/korˈoθo/,4,0.6666666666666666,1.2692307692307692,8,6
391,/kˌoɾt̪ˈiθe̯iɑ/,/koɾt̪ˈeθɑ/,4,0.5714285714285714,0.7307692307692307,9,7
392,/kwˌeɾˈon̪ɑ/,/koɾˈon̪ɑ/,2,0.3333333333333333,0.7115384615384616,7,6
393,/kwˌeɾˈɑɲe/,/koɾˈɑmbɾe/,5,0.625,1.5961538461538463,7,8
394,/kˌoɾiˈɑθe̯iɑ/,/koɾˈɑθɑ/,4,0.6666666666666666,1.2884615384615385,9,6
395,/kwˌeˈobɾt̪o/,/kubjˈeɾt̪o/,4,0.5,1.0384615384615385,8,8
396,/kˌoˈɑxo/,/kwˈɑxo/,1,0.2,0.11538461538461539,5,5
397,/kˌosˈexo/,/kon̪sˈexo/,2,0.2857142857142857,0.6153846153846154,6,7
398,/kˌobɾˈiɾ/,/kobɾˈiɾ/,1,0.16666666666666666,0.038461538461538464,6,6
399,/kˌudɾn̪ˈiθe̯je/,/kod̪oɾn̪ˈiθ/,6,0.75,1.7692307692307692,10,8
400,/kˌuxjedˈɑɾ/,/kwid̪ˈɑɾ/,5,0.8333333333333334,0.9807692307692307,8,6
401,/kˌojˈel/,/kobˈiʝo/,5,0.8333333333333334,1.3076923076923077,5,6
402,/kˌuɡwˈel/,/koɡˈoʝo/,4,0.6666666666666666,0.7884615384615384,6,6
403,/kwˌid͡ʒɾˈɑl/,/kwit̪ɾˈɑl/,2,0.2857142857142857,0.23076923076923078,7,7
404,/kwˌit͡ʃˈiʎo/,/kut͡ʃˈiʝo/,3,0.5,0.7692307692307693,7,6
405,/kˌomˈin̪/,/komˈin̪o/,2,0.3333333333333333,0.7692307692307693,5,6
406,/kˌun̪jˈel/,/kon̪ˈexo/,4,0.6666666666666666,0.9038461538461539,6,6
407,/kˌubˌeediɑ/,/kod̪ˈiθjɑ/,6,0.8571428571428571,0.8653846153846154,8,7
408,/kˌoskˈuxo/,/koskˈoxo/,2,0.2857142857142857,0.07692307692307693,7,7
