Analysis for Result

ACCURACY REPORT:
Overall accuracy:                        0.68067906
Accuracy within 1 phone:                 0.84963622
Accuracy within 2 phones:                0.94907033
Average edit distance from gold:         0.10653722
Average feature edit distance from gold: 0.16022014

Performance associated with each phone in Result
Phone in Result	Associated final miss likelihood	Mean Associated Normalized Lev.Dist.	Mean Associated Feat Edit Dist
b	|	0.3020408163265306	|	0.5254237288135594	|	0.15555736636245113
l	|	0.33796296296296297	|	0.589622641509434	|	0.16591074020319302
ˈe	|	0.3208791208791209	|	0.5538461538461539	|	0.17354184277261198
d̪	|	0.3562753036437247	|	0.6547085201793722	|	0.18627112797516393
o	|	0.3165905631659056	|	0.519672131147541	|	0.148108448928121
ˈɑ	|	0.34065934065934067	|	0.5631868131868132	|	0.16784657650042273
n̪	|	0.32831325301204817	|	0.5314465408805031	|	0.1630382196419933
ɑ	|	0.23809523809523808	|	0.4393305439330544	|	0.12890247827486326
θ	|	0.2864864864864865	|	0.4782608695652174	|	0.13639214046822745
ɾ	|	0.33583489681050654	|	0.58298755186722	|	0.1686083625917651
ɡ	|	0.3805309734513274	|	0.6126126126126126	|	0.16216216216216217
w	|	0.4090909090909091	|	0.8256880733944955	|	0.2835215243472124
ˈi	|	0.3288590604026846	|	0.4899328859060403	|	0.13229220443985548
ʝ	|	0.36885245901639346	|	0.6065573770491803	|	0.16109709962168986
j	|	0.3769230769230769	|	0.6923076923076923	|	0.207396449704142
e	|	0.3793103448275862	|	0.6702127659574468	|	0.19203491543917084
ˈo	|	0.3157894736842105	|	0.5789473684210527	|	0.15728744939271253
k	|	0.3008849557522124	|	0.4909090909090909	|	0.13146853146853152
r	|	0.4126984126984127	|	0.6666666666666666	|	0.16330891330891328
s	|	0.3309608540925267	|	0.5897435897435898	|	0.18984220907297827
t̪	|	0.2716049382716049	|	0.49145299145299143	|	0.1748849441157134
l̪	|	1.0	|	1.0	|	0.5961538461538461
ɲ	|	0.2777777777777778	|	0.4444444444444444	|	0.08903133903133902
x	|	0.3870967741935484	|	0.6236559139784946	|	0.13192721257237386
u	|	0.5172413793103449	|	0.7241379310344828	|	0.15185676392572942
m	|	0.3076923076923077	|	0.5130890052356021	|	0.16008860249697945
i	|	0.42857142857142855	|	0.6938775510204082	|	0.1585557299843014
t͡ʃ	|	0.4375	|	0.859375	|	0.24639423076923075
ˈu	|	0.25882352941176473	|	0.49411764705882355	|	0.11266968325791853
p	|	0.3150684931506849	|	0.4965034965034965	|	0.12076385153308226
f	|	0.375	|	0.375	|	0.06850961538461539
ɡʷ	|	0.4	|	1.0	|	0.33717948717948715
kʷ	|	1.0	|	2.4285714285714284	|	0.6208791208791208
n	|	1.0	|	1.0	|	0.038461538461538464
