Latin_orthography,Latin_IPA,freqTFTL,Spanish_IPA,,
luctam,luktam,,lúʧa,,
tructam,truktam,,tɾúʧa,,
multum,multum,,múʧo,,
auscultat,awskultat,,eskúʧa,,
vulturem,wulturem,,bwítɾe,,
impulsat,impulsat,,empúxa,,
turbidum,turbidum,,túɾbjo,,
cusculium,kuskulium,,koskóxo,,
gurguliōnem,gurgulioːnem,,goɾgóxo,*,
corium,korium,,kwéɾo,*,"""recalcitrant data""Penny (2002:50)"
augurium,awgurium,,agwéɾo,*,"""recalcitrant data""Penny (2002:50)"
cicōniam,kikoːniam,,θigwéɲa,*,"""recalcitrant data""Penny (2002:50)"
sibī,sibiː,,sí,,
orsum,orsum,,óso,,
poenam,pojnam,,péna,,
quaerit,kwajrit,,kjéɾe,,
foedum,fojdum,,féo,,
caespite,kajspite,,θésped,*,"""recalcitrant data""Penny (2002:50)"
saeta,sajta,,séda,*,"""recalcitrant data""Penny (2002:50)"
paucum,pawkum,,póko,,
caseum,kaseum,,késo,,
sapiat,sapiat,,sépa,,
dōrium,doːrium,,dwéɾo,,
habuī,habuiː,,óbe,*,
sapuī,sapuiː,,sópe,*,
vespera,wespera,,bíspeɾa,,
vespam,wespam,,bíspa,*,
genestam,genestam,,injésta,,
merulum,merulum,,míɾlo,*,"""recalcitrant data""Penny (2002:50)"
floccum,flokkum,,fléko,,
frontem,frontem,,fɾénte,,
colobra,kolobra,,kulébɾa,,
metum,metum,,mjédo,,
flōrem,floːrem,,flóɾ,,
fōrmōsum,foːrmoːsum,,eɾmóso,,
caulem,kawlem,,kól,,
cubitum,kubitum,,kódo,,
praecōnem,prajkoːnem,,pɾegón,,
pānāriam,paːnaːriam,,panéɾa,,
capistrum,kapistrum,,kabéstɾo,,
pausāre,pawsaːre,,posáɾ,,
cochleāram,kokʰleaːram,,kuʧáɾa,,
cōgitāre,koːgitaːre,,kwidáɾ,,
manūs,manuːs,,mános,,
fidēlem,fideːlem,,fjél,,
mēnsem,meːnsem,,més,,
parietem,parietem,,paɾéd,,
catēnatum,kateːnatum,,kandádo,,
līmitāre,liːmitaːre,,lindáɾ,,
septimanam,septimanam,,semána,,
temporānum,temporaːnum,,tempɾáno,,
manicam,manikam,,mánga,,
retinam,retinam,,ɾjénda,,
cantharum,kantʰarum,,kántaɾo,,
quiētum,kwieːtum,,kédo,,
mortuum,mortuum,,mwéɾto,,
calceam,kalkeam,,kálθa,*,
mattiāna,mattiaːna,,maθána,*,
captiāre,kaptiaːre,,kaθáɾ,,
cattium,kattium,,káθo,,
asciolam,askiolam,,aθwéla,*,
meliōrem,melioːrem,,mexóɾ,,
hispania,hispania,,espáɲa,,
maium,maium,,májo,,
maiōrem,maioːrem,,majóɾ,,
pēiōrem,peːioːrem,,peóɾ,,
virdia,wirdia,,béɾθa,,
hordeolum,hordeolum,,oɾθwélo,,
verēcundiam,wereːkundiam,,beɾgwénθa,,
novium,nowium,,nóbjo,,
mansiōnem,mansioːnem,,mesón,,
capiam,kapiam,,képa,,
facit,fakit,,áθe,,
circa,kirka,,θéɾka,,
dīcit,diːkit,,díθe,,
racēmum,rakeːmum,,ɾaθímo,,
iacēre,iakeːre,,jaθéɾ,,
locālem,lokaːlem,,lugáɾ,,
fascēs,faskeːs,,áθes,,
gemmam,gemmam,,jéma,,
germānum,germaːnum,,eɾmáno,,
iānuārium,iaːnuaːrium,,enéɾo,,
rugītum,rugiːtum,,ɾwído,,
ligāre,ligaːre,,liáɾ,,
augustum,awgustum,,agósto,,
regālem,regaːlem,,ɾeál,,
negāre,negaːre,,negáɾ,,
sulcum,sulkum,,súɾko,*,
iūncum,iuːnkum,,xúnko,,
vinciculum,winkikulum,,benθéxo,,
dulcem,dulkem,,dúlθe,,
argīllam,argiːllam,,aɾθíʎa,,
gingīvam,gingiːwam,,enθía,,
tangō,tangoː,,tángo,*,
quīngentōs,kwiːngentoːs,,kinjéntos,,
taxum,taxum,,téxo,,
fīctum,fiːktum,,íto,,
frīctum,friːktum,,fɾíto,,
rotulāre,rotulaːre,,aroxáɾ,,
pectināre,pektinaːre,,pejnáɾ,,
cannam,kannam,,káɲa,,
grunnīre,grunniːre,,gɾuɲíɾ,,
vallēs,walleːs,,báʎes,,
gallum,gallum,,gáʎo,,
caballum,kaballum,,kabáʎo,,
plagam,plagam,,ʎágam,,
planum,planum,,ʎáno,,
clausam,klawsam,,ʎósa,,
impleō,impleoː,,ínʧo,,
inflō,infloː,,ínʧo,,
laqueum,lakweum,,láθo,*,Q>C in VL
dēfēnsa,deːfeːnsa,,deésa,,
remum,remum,,ɾémo,,
sedēre,sedeːre,,séɾ,,
crūdum,kruːdum,,kɾúdo,,
vadum,wadum,,bádo,,
rosam,rosam,,ɾósa,,
asciāta,askiaːta,,aθáda,,
minācia,minaːkia,,menáθa,,
messem,messem,,mjés,,
plagiam,plagiam,,plája,*,
capitia,kapitia,,kabéθa,,
corācea,koraːkea,,koɾáθa,,
pōtiōnem,poːtioːnem,,poθón,*,
pannum,pannum,,páɲo,,
damnum,damnum,,dáɲo,,
legūminem,leguːminem,,legúmbɾe,,
carricāre,karrikaːre,,kaɾgáɾ,,
gallicum,gallikum,,gálgo,,
africum,afrikum,,ábɾego,,
pigritia,pigritia,,peɾéθa,,
pauperem,pawperem,,póbɾe,,
apium,apium,,ápjo,,
placeat,plakeat,,pléga,,
iam,iam,,já,,
dīc,diːk,,dí,,
ad,ad,,á,,
quattuor,kwattuor,,kwátɾo,,
semper,semper,,sjémpɾe,,
in,in,,én,,
minus,minus,,ménos,,
malem,malem,,mál,,
marem,marem,,máɾ,,
semita,semita,,sénda,,
vindicāre,windikaːre,,bengáɾ,,
acceptōre,akkeptoːre,,aθóɾ,,
mauricellum,mawrikellum,,moɾθíʎo,,
comitem,komitem,,kónde,,
bonitātem,bonitaːtem,,bondád,,
placitum,plakitum,,pláθo,,
undecim,undekim,,ónθe,,
panticem,pantikem,,pánθa,,
episcopum,episkopum,,obíspo,,
hospitālem,hospitaːlem,,ostál,,
masticāre,mastikaːre,,maskáɾ,,
īnguinem,iːnguinem,,íngle,,
lendinem,lendinem,,ljéndɾe,,
capitulum,kapitulum,,kabíldo,,
minimāre,minimaːre,,meɾmáɾ,,
santīficāre,santiːfikaːre,,santigwáɾ,,
capitālem,kapitaːlem,,kawdál,,
cupiditiam,kupiditiam,,kodíθja,,
cīvitātem,kiːwitaːtem,,θjudád,,
salicem,salikem,,sáwθe,,
portāticum,portaːtikum,,poɾtáθgo,,
cophinum,kopʰinum,,kwébano,,
sūcum,suːkum,,xúgo,,
sapōnem,sapoːnem,,xabón,,
cōlupum,koːlupum,,gólpe,,
glattīre,glattiːre,,latíɾ,,
crētam,kreːtam,,gɾéda,,
crassum,krassum,,gɾáso,,
grossum,grossum,,gɾwéso,,
quālem,kwaːlem,,kwál,,
capit,kapit,,kábe,,
cavet,kawet,,kábe,,
prōmptum,proːmptum,,pɾónto,,
affictiōnem,affiktioːnem,,afiθjón,,
acerem,akerem,,áɾθe,,
quantitātem,kwantitaːtem,,kantidád,,
costam,kostam,,kwésta,,
rugītum,rugiːtum,,ɾwído,,
designum,designum,,diséɲo,,
graecum,grajkum,,gɾjégo,,
rōstrum,roːstrum,,ɾóstɾo,,
saccum,sakkum,,sáko,,
comitātum,komitaːtum,,kondádo,,
dēsertum,deːsertum,,desjéɾto,,
mustum,mustum,,mósto,,
cicātrīcem,kikaːtriːkem,,θikatɾíθ,,
miscēre,miskeːre,,meθéɾ,,
cēreolum,keːreolum,,θiɾwélo,,
commūnem,kommuːnem,,komún,,
fricāre,frikaːre,,fɾegáɾ,,
continēre,kontineːre,,kontenéɾ,,
cunīculum,kuniːkulum,,konéxo,,
martellum,martellum,,maɾtíʎo,,
dominam,dominam,,dwéɲa,,
mobilem,mobilem,,mwéble,,
ēscam,eːskam,,jésca,,
fovea,fowea,,ója,,
lumbrīcem,lumbriːkem,,lombɾíθ,,
fluxum,fluxum,,flóxo,,
aprīcāre,apriːkaːre,,abɾigáɾ,,
scintilla,skintilla,,θentéʎa,,
umbilīcum,umbiliːkum,,omblígo,,
cornīcula,korniːkula,,koɾnéxa,,
focāria,fokaːria,,ogéɾa,,
hospitem,hospitem,,wésped,,
secāre,sekaːre,,segáɾ,,
saltum,saltum,,sóto,,
laesiōnem,lajsioːnem,,lesjón,,
follicāre,follikaːre,,olgáɾ,,
spīnam,spiːnam,,espína,,
fīcāria,fiːkaːria,,igéɾa,,
fīcum,fiːkum,,ígo,,
cursum,kursum,,kóso,,
urtīcam,urtiːkam,,oɾtíga,,
tortum,tortum,,twéɾto,,
sēnsum,seːnsum,,séso,,
milium,milium,,míxo,,
lūcium,luːkium,,lúθjo,,
formīcam,formiːkam,,oɾmíga,,
mīcam,miːkam,,míga,,
assentīre,assentiːre,,asentíɾ,,
grānārium,graːnaːrium,,gɾanéɾo,,
anethulum,anetʰulum,,enéldo,,
lixīva,lixiːwa,,lexía,,
scōpam,skoːpam,,eskóba,,
plantāginem,plantaːginem,,ʎantén,,
ōrdīre,oːrdiːre,,uɾdíɾ,,
stercorem,sterkorem,,estjéɾkol,,
scutella,skutella,,eskudíʎa,,
scopulum,skopulum,,eskóʎo,,
opera,opera,,wébɾa,,
rārum,raːrum,,ɾálo,,
gulōsum,guloːsum,,golóso,,
iste,iste,,éste,,
castanea,kastanea,,kastáɲa,,
rōsmarīnum,roːsmariːnum,,ɾoméɾo,,
leporem,leporem,,ljébɾe,,
centēnum,kenteːnum,,θenténo,,
blitum,blitum,,blédo,,
concha,konkʰa,,kwénka,,
hortus,hortus,,wéɾto,,
brācam,braːkam,,bɾága,,
neptam,neptam,,njéta,,
fūlīginem,fuːliːginem,,oʎín,,
levō,lewoː,,ʎébo,,
cucullum,kukullum,,kogóʎo,,
tinea,tinea,,tíɲa,,
pensum,pensum,,pjénso,,
vēsīcam,weːsiːkam,,bexíga,,
cibātam,kibaːtam,,θebáda,,
unciam,unkiam,,ónθa,,
pultarium,pultarium,,puʧéɾo,,
ruptūram,ruptuːram,,ɾotúɾa,,
furcam,furkam,,óɾka,,
fastīdiō,fastiːdioː,,astío,,
mutilum,mutilum,,móʧo,,
interānea,interaːnea,,entɾáɲa,,
cubiculum,kubikulum,,kobíjo,,
clavicula,klawikula,,klabíxa,,
malitia,malitia,,maléθa,,
altārium,altaːrium,,otéɾo,,
saeptum,sajptum,,séto,,
sēbum,seːbum,,sébo,,
mortualiam,mortualiam,,moɾtáxa,,
dūritiam,duːritiam,,duɾéθa,,
aestīvum,ajstiːwum,,estío,,
fibre,fibre,,ébɾa,,
deorsum,deorsum,,júso,,
bifera,bifera,,bɾéba,,
tēnsum,teːnsum,,tjéso,,
gannītum,ganniːtum,,gaɲído,,
dextram,dextram,,djéstɾa,,
foraneum,foraneum,,uɾáɲo,,
tabanum,tabanum,,tábano,,
curtum,kurtum,,kóɾto,,
cummīnum,kummiːnum,,komíno,,
gurdum,gurdum,,góɾdo,,
palmam,palma,,pálma,,
crustam,krustam,,kostɾa,,
rēmum,reːmum,,ɾémo,,
rotellam,rotellam,,ɾodíʎa,,
tūbellum,tuːbellum,,tobíʎo,,
nūdum,nuːdo,,núdo,,
spissum,spissum,,espéso,,
sartaginem,sartaginem,,saɾtén,,
cuium,kuium,,kújo,,
cogitat,kogitat,,kwída,,
battuō,battuoː,,báto,,
februārium,februaːrium,,febɾéɾo,,
manuariam,manuariam,,manéɾa,,
sagma,sagma,,sóma,,
